restaurant_id,name,borough,address,zipcode,cuisine,inspection_grade,inspection_score,inspection_date,latitude,longitude
50177127,DIM SUM SAM,Manhattan,"2485 BROADWAY, Manhattan, NY 10025",10025,Chinese,A,3.0,2025-11-10,40.792361357641,-73.973459221061
50105054,PAINT 'N POUR NYC,Manhattan,"53 DELANCEY STREET, Manhattan, NY 10002",10002,American,N,32.0,2025-11-08,40.719509958186,-73.991417712823
50038914,HARLEM NIGHTS,Manhattan,"2361 7 AVENUE, Manhattan, NY 10030",10030,American,,33.0,2025-11-08,40.817261231563,-73.942256004382
41486522,BOXERS NYC,Manhattan,"37 WEST   20 STREET, Manhattan, NY 10011",10011,American,B,25.0,2025-11-08,40.740224762407,-73.992252239821
50002484,ALKE CAFE,Manhattan,"1838 ADAM CLAYTON POWELL JR BOULEVARD, Manhattan, NY ",,American,A,12.0,2025-11-08,0.0,0.0
50096290,THE GUTHRIE INN,Manhattan,"1259 PARK AVENUE, Manhattan, NY 10029",10029,American,A,7.0,2025-11-08,40.787435752033,-73.951891412337
50155571,COMEDY VILLAGE TIMES SQUARE,Manhattan,"352 WEST   44 STREET, Manhattan, NY 10036",10036,American,A,12.0,2025-11-08,40.759144253796,-73.99032968425
50002109,DUNKIN,Manhattan,"4030 BROADWAY, Manhattan, NY 10032",10032,Donuts,A,3.0,2025-11-07,40.84200063068,-73.93898890693
50002265,SUSHI NAKAZAWA,Manhattan,"23 COMMERCE STREET, Manhattan, NY 10014",10014,Japanese,A,12.0,2025-11-07,40.731650288851,-74.004596819487
50113740,PreGame Dyckman,Manhattan,"104 DYCKMAN STREET, Manhattan, NY 10040",10040,American,,,2025-11-07,40.861847700788,-73.924918071796
41068567,CELON BAR & LOUNGE,Manhattan,"40 WEST   40 STREET, Manhattan, NY 10018",10018,American,A,10.0,2025-11-07,40.753052909376,-73.983891505185
50043566,ROW HOUSE,Manhattan,"2128 FREDERICK DOUGLASS BOULEVARD, Manhattan, NY ",,American,,34.0,2025-11-07,0.0,0.0
50172581,BAGEL MARKET NEW YORK,Manhattan,"264 WEST   40 STREET, Manhattan, NY 10018",10018,Bagels/Pretzels,,21.0,2025-11-07,40.755463469352,-73.989615544923
50071144,HUNT & FISH CLUB,Manhattan,"125 WEST   44 STREET, Manhattan, NY 10036",10036,American,N,31.0,2025-11-07,40.756497600475,-73.984017002482
50131406,COMMON COUNTRY,Manhattan,"344 3 AVENUE, Manhattan, NY 10010",10010,American,A,10.0,2025-11-07,40.74031420101,-73.982075837501
50076854,CANAVE,Manhattan,"4716 BROADWAY, Manhattan, NY 10040",10040,Latin American,A,12.0,2025-11-07,40.864490781043,-73.929090880627
50086579,WINNIE'S BAR,Manhattan,"58 EAST BROADWAY, Manhattan, NY 10002",10002,Bottled Beverages,A,11.0,2025-11-07,40.713614429948,-73.995530681107
41096117,KOI,Manhattan,"40 WEST   40 STREET, Manhattan, NY 10018",10018,Japanese,A,12.0,2025-11-07,40.753052909376,-73.983891505185
50142362,HALAL CHICKS & PLATTERS,Manhattan,"3878 BROADWAY, Manhattan, NY 10032",10032,Chicken,,63.0,2025-11-07,40.837075715389,-73.942654340818
40387277,PECULIAR PUB,Manhattan,"145 BLEECKER STREET, Manhattan, NY 10012",10012,American,A,13.0,2025-11-07,40.728170015273,-73.999155730482
50116271,NEBULA,Manhattan,"135 WEST   41 STREET, Manhattan, NY 10036",10036,American,,22.0,2025-11-07,40.754683548483,-73.985796888936
50104422,FLIK INTERNATIONAL,Manhattan,"1271 6 AVENUE, Manhattan, NY 10020",10020,Other,A,7.0,2025-11-07,40.760282020579,-73.98015728348
50159190,LA FARINE PATISSERIE ET CAFE,Manhattan,"2394 BROADWAY, Manhattan, NY 10024",10024,Bakery Products/Desserts,A,12.0,2025-11-07,40.789381035232,-73.975609148834
50014520,7 GRAMS CAFFE,Manhattan,"275 7 AVENUE, Manhattan, NY 10001",10001,Coffee/Tea,A,2.0,2025-11-07,40.745736372192,-73.994435007741
50001114,Pick-A-Bagel,Manhattan,"1101 LEXINGTON AVENUE, Manhattan, NY 10075",10075,Bagels/Pretzels,A,11.0,2025-11-07,40.773764413889,-73.959750487976
41706173,PICK-A-BAGEL,Manhattan,"251 MURRAY STREET, Manhattan, NY 10282",10282,American,B,26.0,2025-11-07,40.715521098799,-74.015388750608
50000153,THE BEST OF NEW YORK FOOD,Manhattan,"150 WATER STREET, Manhattan, NY 10005",10005,American,A,8.0,2025-11-07,40.705989376961,-74.006243343561
50014272,CAFE 55,Manhattan,"55 WATER STREET, Manhattan, NY 10041",10041,American,A,12.0,2025-11-07,40.703590200178,-74.009781245549
50132758,SUPERIORITY BURGER,Manhattan,"119 AVENUE A, Manhattan, NY 10009",10009,Vegetarian,A,11.0,2025-11-07,40.726357260099,-73.983320720398
50095943,65 MARKET PLACE,Manhattan,"65 BROADWAY, Manhattan, NY 10006",10006,American,A,7.0,2025-11-07,40.707106015773,-74.012234417981
40400962,WHITE CASTLE,Manhattan,"351 EAST  103 STREET, Manhattan, NY 10029",10029,Hamburgers,A,9.0,2025-11-07,40.788035173782,-73.942292283737
50055119,MOTORINO,Manhattan,"510 COLUMBUS AVENUE, Manhattan, NY 10024",10024,Pizza,A,10.0,2025-11-07,40.78551032674,-73.972895018486
50146279,FRESHFIELDS CAFE,Manhattan,"3 WORLD TRADE CENTER, Manhattan, NY 10007",10007,American,N,6.0,2025-11-07,40.710688062939,-74.011026719737
50119816,TOWA,Manhattan,"36 WEST   26 STREET, Manhattan, NY 10010",10010,Japanese,A,10.0,2025-11-07,40.744141353502,-73.989873545386
50049779,ZIA MARIA,Manhattan,"318 WEST   23 STREET, Manhattan, NY 10011",10011,Italian,A,13.0,2025-11-07,40.745612990641,-73.999285430339
50145816,GLOBAL RELAY BISTRO,Manhattan,"1155 AVENUE OF THE AMERICAS, Manhattan, NY 10036",10036,American,A,13.0,2025-11-07,40.756623687316,-73.982825825032
50134522,STARBUCKS COFFEE COMPANY,Manhattan,"155 WATER STREET, Manhattan, NY 10038",10038,Coffee/Tea,A,5.0,2025-11-07,40.706165057239,-74.005962030161
41397330,HORUS TOO,Manhattan,"416 WEST   46 STREET, Manhattan, NY 10036",10036,Egyptian,,,2025-11-07,40.761293493843,-73.991520601904
50178515,BOBA WHALE,Manhattan,"2667 BROADWAY, Manhattan, NY 10025",10025,Coffee/Tea,N,22.0,2025-11-06,40.798127028051,-73.969256394882
41665625,FORGTMENOT,Manhattan,"138 DIVISION STREET, Manhattan, NY 10002",10002,American,A,12.0,2025-11-06,40.714462341278,-73.991577084022
41611875,VALHALLA,Manhattan,"815 9 AVENUE, Manhattan, NY 10019",10019,American,,25.0,2025-11-06,40.765893307356,-73.987202405121
50118163,HELLO VIETPHO,Manhattan,"63A READE STREET, Manhattan, NY 10007",10007,Southeast Asian,A,13.0,2025-11-06,40.714964756165,-74.006550805631
50166140,SMASHY BURGER,Manhattan,"42 UNION SQUARE EAST, Manhattan, NY 10003",10003,American,A,8.0,2025-11-06,40.736247356589,-73.989236057883
40397700,THE MERCURY LOUNGE,Manhattan,"217 EAST HOUSTON STREET, Manhattan, NY 10002",10002,American,A,13.0,2025-11-06,40.722325633856,-73.986651614381
50104797,MARACUJA,Manhattan,"279 GRAND STREET, Manhattan, NY 10002",10002,Tapas,A,10.0,2025-11-06,40.71778633244,-73.992694964123
50170281,KIJITORA,Manhattan,"534 EAST   14 STREET, Manhattan, NY 10009",10009,Japanese,A,12.0,2025-11-06,40.72977924586,-73.978849453245
41365100,HAAGEN-DAZS,Manhattan,"2905 BROADWAY, Manhattan, NY 10025",10025,Frozen Desserts,A,13.0,2025-11-06,40.806283250562,-73.965167169426
41005098,MOTHER'S RUIN,Manhattan,"18 SPRING STREET, Manhattan, NY 10012",10012,American,A,13.0,2025-11-06,40.721404058749,-73.994974582975
50156783,SMASH HOUSE,Manhattan,"33 WEST   47 STREET, Manhattan, NY 10036",10036,Hamburgers,B,16.0,2025-11-06,40.757172143412,-73.979782818553
50061519,NEW CHINA TUNG,Manhattan,"140 5 AVENUE, Manhattan, NY 10011",10011,Chinese,A,9.0,2025-11-06,40.738997796057,-73.991447670152
41623268,MAGURO SUSHI,Manhattan,"160 EAST   28 STREET, Manhattan, NY 10016",10016,Japanese,A,9.0,2025-11-06,40.742328805154,-73.981746896335
41682709,APOTHEKE/ CHEMIST,Manhattan,"9 DOYERS STREET, Manhattan, NY 10013",10013,American,A,7.0,2025-11-06,40.714440677225,-73.998131447946
50112328,MISS DU'S TEA SHOP,Manhattan,"33 PELL STREET, Manhattan, NY 10013",10013,Coffee/Tea,,,2025-11-06,40.714855139391,-73.998264905119
50001671,HILL AND BAY,Manhattan,"581 2 AVENUE, Manhattan, NY 10016",10016,American,,19.0,2025-11-06,40.743332508221,-73.976867504059
50162611,GOGYO GRAMERCY,Manhattan,"45 EAST   20 STREET, Manhattan, NY 10003",10003,Japanese,A,13.0,2025-11-06,40.738843879096,-73.988983036918
50126161,51 PIZZA,Manhattan,"51 COLUMBIA STREET, Manhattan, NY 10002",10002,Pizza,A,13.0,2025-11-06,40.716678759336,-73.980462511307
50040802,SWEETGREEN,Manhattan,"600 WEST  115 STREET, Manhattan, NY 10025",10025,Salads,A,10.0,2025-11-06,40.807455118131,-73.964711403469
50148708,MARSANNE NYC,Manhattan,"233 8 AVENUE, Manhattan, NY 10011",10011,Mediterranean,A,7.0,2025-11-06,40.744484892006,-73.99908334541
50093316,TRI DIM WEST,Manhattan,"467 COLUMBUS AVENUE, Manhattan, NY 10024",10024,Chinese,,22.0,2025-11-06,40.784151898051,-73.973859719909
50017241,6B,Manhattan,"60 EAST   42 STREET, Manhattan, NY 10165",10165,American,A,5.0,2025-11-06,40.752525062052,-73.978661737793
50146232,DUNKIN DONUTS,Manhattan,"340 BROADWAY, Manhattan, NY 10013",10013,Coffee/Tea,A,12.0,2025-11-06,40.716463504047,-74.004357682725
50166000,ORBITAL KITCHENS/ LITTLE MINT/ CRUMB/ DUM POKE/ NAKA/ CRAFT BURGER/ LUCKY MAO/ WING BOX/ POBLANO,Manhattan,"74 5 AVENUE, Manhattan, NY 10011",10011,American,A,10.0,2025-11-06,40.7355121069,-73.993981207999
50066778,MS. YOO,Manhattan,"163 ALLEN STREET, Manhattan, NY 10002",10002,Korean,A,11.0,2025-11-06,40.721082543316,-73.989422504386
50136410,$1.50 FRESH PIZZA,Manhattan,"1723 BROADWAY, Manhattan, NY 10019",10019,Pizza,A,9.0,2025-11-06,40.764514788457,-73.982303947291
50145117,CORIMA,Manhattan,"3 ALLEN STREET, Manhattan, NY 10002",10002,Mexican,A,10.0,2025-11-06,40.714712190988,-73.99268087331
50069517,DIG INN,Manhattan,"70 PRINCE STREET, Manhattan, NY 10012",10012,American,A,13.0,2025-11-06,40.723838734924,-73.996886508297
41624665,GASOLINE ALLEY COFFEE,Manhattan,"325 LAFAYETTE STREET, Manhattan, NY 10012",10012,Coffee/Tea,A,4.0,2025-11-06,40.725554144436,-73.994934582494
50101491,CONVENE,Manhattan,"225 LIBERTY STREET, Manhattan, NY 10280",10280,Continental,A,12.0,2025-11-06,40.711530166285,-74.015672785414
50134543,EL CABRON TAQUERIA,Manhattan,"23 ESSEX STREET, Manhattan, NY 10002",10002,Mexican,A,5.0,2025-11-06,40.715365231181,-73.98985989773
40600780,LE RIVAGE,Manhattan,"340 WEST   46 STREET, Manhattan, NY 10036",10036,French,A,7.0,2025-11-06,40.760299693312,-73.989167180685
50035485,GUNBAE,Manhattan,"67 MURRAY STREET, Manhattan, NY 10007",10007,Korean,A,13.0,2025-11-06,40.714462187196,-74.010309504851
50162520,QAMARIA YEMENI COFFEE CO.,Manhattan,"570 9TH AVE, Manhattan, NY 10036",10036,Coffee/Tea,,9.0,2025-11-06,40.758117898204,-73.992842127848
50100349,JERK HOUSE CARIBBEAN RESTAURANT,Manhattan,"2143 ADAM CLAYTON POWELL JR BOULEVARD, Manhattan, NY ",,Caribbean,A,13.0,2025-11-06,0.0,0.0
41306211,NO HO JUICE BAR & DELI,Manhattan,"208 MERCER STREET, Manhattan, NY 10012",10012,Sandwiches,A,7.0,2025-11-06,40.726712503605,-73.996821431132
50135484,WONDER,Manhattan,"128 WEST   23 STREET, Manhattan, NY 10011",10011,Other,A,0.0,2025-11-06,40.743312714839,-73.993803668759
50148373,YAKINIKU FUTAGO,Manhattan,"37 WEST   17 STREET, Manhattan, NY 10011",10011,Japanese,,,2025-11-06,40.738468193031,-73.993529871286
50012068,GREGORY'S COFFEE,Manhattan,"48 EAST   33 STREET, Manhattan, NY 10016",10016,Coffee/Tea,A,13.0,2025-11-05,40.746857843208,-73.982918577428
50065580,SWEETGREEN,Manhattan,"101 UNIVERSITY PLACE, Manhattan, NY 10003",10003,Salads,A,13.0,2025-11-05,40.7340024126,-73.992707612722
50127394,XI'AN FAMOUS FOODS,Manhattan,"96 8 AVENUE, Manhattan, NY 10011",10011,Chinese,A,8.0,2025-11-05,40.740233238017,-74.002157969806
50133625,MA DÉ,Manhattan,"22 SPRING STREET, Manhattan, NY 10012",10012,Indonesian,A,9.0,2025-11-05,40.721464450168,-73.995126098653
50016900,EYES ON HUDSON CAFE,Manhattan,"643 WEST   43 STREET, Manhattan, NY 10036",10036,American,,,2025-11-05,40.761969012586,-73.998927881281
41056448,A & C KITCHEN,Manhattan,"134 AVENUE C, Manhattan, NY 10009",10009,Chinese,,,2025-11-05,40.724981270044,-73.978183535869
50136139,MADELINE'S MARTINI,Manhattan,"171 AVENUE C, Manhattan, NY 10009",10009,American,A,13.0,2025-11-05,40.726197029974,-73.97729920517
50005710,SOJU HAUS,Manhattan,"315 5 AVENUE, Manhattan, NY 10016",10016,Korean,A,13.0,2025-11-05,40.746995448707,-73.985596429598
40374266,THE LOST & FOUND,Manhattan,"372 8 AVENUE, Manhattan, NY 10001",10001,Irish,N,21.0,2025-11-05,40.748805077672,-73.995910876922
50072966,BANGKLYN EAST HARLEM,Manhattan,"2051 2 AVENUE, Manhattan, NY 10029",10029,Thai,A,13.0,2025-11-05,40.79022570706,-73.942734575724
50032938,JOHN DOE BAR & KITCHEN,Manhattan,"253 5 AVENUE, Manhattan, NY 10016",10016,American,A,12.0,2025-11-05,40.744835507503,-73.987166767892
50124570,BARI BODEGA,Manhattan,"873 BROADWAY, Manhattan, NY 10003",10003,American,A,11.0,2025-11-05,40.737894293504,-73.990109052156
50077626,MONOMONO,Manhattan,"116 EAST    4 STREET, Manhattan, NY 10003",10003,Asian/Asian Fusion,B,17.0,2025-11-05,40.725570096056,-73.987989473665
50040962,5C CAFE & CULTURAL CENTER,Manhattan,"68 AVENUE C, Manhattan, NY 10009",10009,Coffee/Tea,A,9.0,2025-11-05,40.722810450571,-73.979771636457
50051129,ATOBOY,Manhattan,"43 EAST   28 STREET, Manhattan, NY 10016",10016,Korean,,24.0,2025-11-05,40.743786767303,-73.985167674196
50139332,NUOVO YORK PIZZA,Manhattan,"105 E 9TH ST, Manhattan, NY 10003",10003,Pizza,A,13.0,2025-11-05,40.730455993193,-73.990243660689
40666003,YESHIVA UNIVERSITY - KUSHNER DINING HALL,Manhattan,"245 LEXINGTON AVENUE, Manhattan, NY 10016",10016,Jewish/Kosher,A,12.0,2025-11-05,40.746665152759,-73.979515344753
41714997,LAFAYETTE,Manhattan,"380 LAFAYETTE STREET, Manhattan, NY 10003",10003,French,A,12.0,2025-11-05,40.727489130951,-73.993476822077
50002453,VIN SUR VINGT,Manhattan,"1140 BROADWAY, Manhattan, NY 10001",10001,French,A,12.0,2025-11-05,40.743899731938,-73.988978588805
40374192,ELIO'S,Manhattan,"1621 SECOND AVENUE, Manhattan, NY 10028",10028,Italian,,30.0,2025-11-05,40.776704064109,-73.952606878844
50131981,PASTA CORNER,Manhattan,"9 EAST   53 STREET, Manhattan, NY 10022",10022,Italian,,,2025-11-05,40.760182258549,-73.9752625191
50011835,TUOME,Manhattan,"536 EAST    5 STREET, Manhattan, NY 10009",10009,Asian/Asian Fusion,A,5.0,2025-11-05,40.72444966785,-73.983461903371
50107037,TACO BELL,Manhattan,"707 LEXINGTON AVENUE, Manhattan, NY 10022",10022,Tex-Mex,A,13.0,2025-11-05,40.761160601658,-73.968945033148
50162544,PUNJABI SPICE,Manhattan,"75 2 AVENUE, Manhattan, NY 10003",10003,Indian,A,13.0,2025-11-05,40.726426588744,-73.989255689736
50000013,THE MUSKET ROOM,Manhattan,"265 ELIZABETH STREET, Manhattan, NY 10012",10012,New American,A,12.0,2025-11-05,40.723750773845,-73.993740555097
50126756,MANHATTANVILLE COFFEE,Manhattan,"1850 AMSTERDAM AVENUE, Manhattan, NY 10031",10031,Coffee/Tea,A,12.0,2025-11-05,40.829358464653,-73.944601466219
41721961,DICHTER PHARMACY,Manhattan,"4953 B'WAY, Manhattan, NY 10034",10034,Coffee/Tea,A,12.0,2025-11-05,40.867894128847,-73.920521878929
50089307,PLADO,Manhattan,"192 EAST    2 STREET, Manhattan, NY 10009",10009,Mediterranean,A,12.0,2025-11-05,40.722336298191,-73.984176748967
50114205,AI KI YA,Manhattan,"41 WEST   33 STREET, Manhattan, NY 10001",10001,Japanese,A,12.0,2025-11-05,40.748631505133,-73.987097460886
50070991,AMY'S BREAD,Manhattan,"1220 5 AVENUE, Manhattan, NY 10029",10029,Bakery Products/Desserts,,,2025-11-05,40.792431431008,-73.952447568724
50174350,ARABIQUE CAFE,Manhattan,"299 3 AVENUE, Manhattan, NY 10010",10010,Mediterranean,N,23.0,2025-11-03,40.73872240976,-73.983209356179
50160260,MATTO ESPRESSO,Manhattan,"5 MAIDEN LANE, Manhattan, NY 10038",10038,Other,,24.0,2025-11-03,40.70967536323,-74.009695574288
50154042,WINGSTOP,Manhattan,"103 DYCKMAN STREET, Manhattan, NY 10040",10040,Chicken,A,13.0,2025-11-03,40.861822972248,-73.924878331856
41505301,SOCIETY BILLARDS & BAR,Manhattan,"10 EAST   21 STREET, Manhattan, NY 10010",10010,American,A,12.0,2025-11-03,40.740002257375,-73.989942740918
50133102,ONGI,Manhattan,"630 3 AVENUE, Manhattan, NY 10017",10017,Korean,B,26.0,2025-11-03,40.74979057691,-73.975165336169
50050185,LADY M CONFECTIONS,Manhattan,"1178 BROADWAY, Manhattan, NY 10001",10001,Coffee/Tea,A,13.0,2025-11-03,40.745302260438,-73.988520022944
50152946,ANITA'S CUISINE,Manhattan,"1557 SAINT NICHOLAS AVENUE, Manhattan, NY 10040",10040,Mexican,B,25.0,2025-11-03,40.85354299943,-73.930649739017
50033747,DIG INN,Manhattan,"16 EAST   23 STREET, Manhattan, NY 10010",10010,American,,18.0,2025-11-03,40.741083560203,-73.988517143955
50171074,BAYA BAR,Manhattan,"516 COLUMBUS AVENUE, Manhattan, NY 10024",10024,"Juice, Smoothies, Fruit Salads",Z,25.0,2025-11-03,40.785658517712,-73.97278662442
50004033,CHIPOTLE MEXICAN GRILL,Manhattan,"234 5 AVENUE, Manhattan, NY 10001",10001,Tex-Mex,A,6.0,2025-11-03,40.74415486383,-73.987690183978
50112066,GROUND SUPPORT CAFE,Manhattan,"399 WEST BROADWAY, Manhattan, NY 10012",10012,Coffee/Tea,A,11.0,2025-11-03,40.72429713347,-74.002128589558
41140991,CIPRIANI,Manhattan,"55 WALL STREET, Manhattan, NY 10005",10005,American,A,9.0,2025-11-03,40.706184059371,-74.009164865693
50111541,INDAY,Manhattan,"240 LAFAYETTE STREET, Manhattan, NY 10012",10012,Vegan,A,13.0,2025-11-03,40.72270514843,-73.996969538385
41563682,H.K WONTON GARDEN,Manhattan,"79 MULBERRY STREET, Manhattan, NY 10013",10013,Chinese,A,11.0,2025-11-03,40.71638672928,-73.999036837797
50104248,MOCHIDOKI,Manhattan,"176 SPRING STREET, Manhattan, NY 10012",10012,Other,A,11.0,2025-11-03,40.72476099361,-74.002402797544
50169163,LUCKY DRAGON,Manhattan,"1580 YORK AVENUE, Manhattan, NY 10028",10028,Chinese,N,19.0,2025-11-03,40.774174325259,-73.948388020914
50177626,DUMPLING GENERAL,Manhattan,"316 WEST   39 STREET, Manhattan, NY 10018",10018,Chinese,N,2.0,2025-11-03,40.755633831003,-73.991936415648
50048821,LA SALLE DUMPLING ROOM,Manhattan,"3141 BROADWAY, Manhattan, NY 10027",10027,Chinese,A,11.0,2025-11-03,40.813911818271,-73.959596058573
50172627,PIZZA BITES,Manhattan,"526 7 AVENUE, Manhattan, NY 10018",10018,Pizza,A,10.0,2025-11-03,40.753747900375,-73.988623233858
41219793,THE MONKEY ROOM,Manhattan,"589 FORT WASHINGTON AVENUE, Manhattan, NY 10033",10033,American,A,10.0,2025-11-03,40.85462261896,-73.937050555076
50153007,EARLY TERRIBLE,Manhattan,"303 BROOME STREET, Manhattan, NY 10002",10002,New American,A,12.0,2025-11-01,40.718722268935,-73.992247534121
50081691,CAVEAT,Manhattan,"19 CLINTON STREET, Manhattan, NY 10002",10002,American,A,8.0,2025-11-01,40.720730615844,-73.984224030264
50005331,VIVID CABARET,Manhattan,"61 WEST   37 STREET, Manhattan, NY 10018",10018,American,A,10.0,2025-11-01,40.751128986813,-73.985032491324
50055296,SAPPHIRE 39,Manhattan,"20 WEST   39 STREET, Manhattan, NY 10018",10018,American,A,13.0,2025-11-01,40.751946669505,-73.983184354408
50080311,LITTLE BEET,Manhattan,"1065 AVENUE OF THE AMERICAS, Manhattan, NY 10018",10018,American,A,12.0,2025-10-31,40.753741983468,-73.984916401786
50147862,Chick-fil-A,Manhattan,"1532 2 AVENUE, Manhattan, NY 10075",10075,American,A,13.0,2025-10-31,40.773800958138,-73.954699416008
50135427,YONO SUSHI BY BONDST,Manhattan,"421 8 AVENUE, Manhattan, NY 10001",10001,Japanese,A,12.0,2025-10-30,40.750608332464,-73.994622278067
41117739,COSMIC DINER,Manhattan,"888 8 AVENUE, Manhattan, NY 10019",10019,American,A,10.0,2025-10-30,40.764065004804,-73.984791316909
50129681,THE PHO,Manhattan,"788 LEXINGTON AVENUE, Manhattan, NY 10065",10065,Asian/Asian Fusion,A,13.0,2025-10-30,40.763668808635,-73.967142509036
50132319,BENNY JOHN'S BAR AND GRILL,Manhattan,"8 EAST   48 STREET, Manhattan, NY 10017",10017,American,A,9.0,2025-10-30,40.757050967793,-73.97759546218
41612461,DOMINIQUE ANSEL BAKERY,Manhattan,"189 SPRING STREET, Manhattan, NY 10012",10012,French,A,10.0,2025-10-30,40.725065648772,-74.002994491162
50083188,ROCKEFELLER UNIVERSITY - EMPLOYEE DINING,Manhattan,"1252 YORK AVENUE, Manhattan, NY 10065",10065,American,,,2025-10-30,40.763810532635,-73.955955272341
50053555,LENWICH 68TH,Manhattan,"1269 1 AVENUE, Manhattan, NY 10065",10065,Sandwiches,A,12.0,2025-10-30,40.765499211457,-73.957690570834
50142783,PITA YEERO,Manhattan,"684 3 AVENUE, Manhattan, NY 10017",10017,Mediterranean,A,9.0,2025-10-30,40.751651224496,-73.973814774267
41509250,MASON JAR,Manhattan,"45 EAST   30 STREET, Manhattan, NY 10016",10016,Barbecue,A,10.0,2025-10-30,40.745010807073,-73.984236303145
40572098,THE SPRING LOUNGE,Manhattan,"48 SPRING STREET, Manhattan, NY 10012",10012,American,A,13.0,2025-10-30,40.721988747863,-73.996403169491
50142894,MANHATTAN SCHOOL OF MUSIC,Manhattan,"120 CLAREMONT AVENUE, Manhattan, NY 10027",10027,American,A,13.0,2025-10-30,40.812468880147,-73.961930662882
50056947,DAVID BURKE TAVERN,Manhattan,"135 EAST   62 STREET, Manhattan, NY 10065",10065,American,B,21.0,2025-10-30,40.764231473547,-73.967106130876
50154156,BOURKE STREET BAKERY,Manhattan,"15 EAST   28 STREET, Manhattan, NY 10016",10016,Australian,A,12.0,2025-10-30,40.744250768707,-73.986264665048
50085185,DUN HUANG GRAND CENTRAL,Manhattan,"320 LEXINGTON AVENUE, Manhattan, NY 10016",10016,Chinese,,29.0,2025-10-30,40.749157062451,-73.97772444681
41453428,SPOT DESSERT BAR,Manhattan,"13 ST MARKS PLACE, Manhattan, NY 10003",10003,Bakery Products/Desserts,A,7.0,2025-10-30,40.72918505831,-73.989042368633
50073925,GRACE WOK,Manhattan,"2014 2 AVENUE, Manhattan, NY 10029",10029,Chinese,A,4.0,2025-10-30,40.788963566887,-73.943634878558
50018140,SENZA GLUTEN,Manhattan,"206 SULLIVAN STREET, Manhattan, NY 10012",10012,Italian,A,9.0,2025-10-30,40.729092259501,-74.000191226095
50102393,2 BROS PIZZA,Manhattan,"300 WEST   38 STREET, Manhattan, NY 10018",10018,Pizza,A,8.0,2025-10-30,40.754873541394,-73.992062838485
50146128,PRET A MANGER,Manhattan,"530 7 AVENUE, Manhattan, NY 10018",10018,Sandwiches/Salads/Mixed Buffet,A,12.0,2025-10-30,40.753843959794,-73.988551029682
40719552,LEXINGTON CANDY SHOP LUNCHEONETTE,Manhattan,"1226 LEXINGTON AVENUE, Manhattan, NY 10028",10028,American,A,10.0,2025-10-30,40.777446910205,-73.957087189718
50066030,L'OSTERIA,Manhattan,"1219 LEXINGTON AVENUE, Manhattan, NY 10028",10028,Italian,A,13.0,2025-10-30,40.777216403439,-73.957228154481
50019055,C & B,Manhattan,"178 EAST    7 STREET, Manhattan, NY 10009",10009,Coffee/Tea,A,13.0,2025-10-30,40.725261850203,-73.981693863648
41687345,JACK DOYLES PUB & RESTAURANT,Manhattan,"240 WEST   35 STREET, Manhattan, NY 10001",10001,Irish,A,12.0,2025-10-30,40.752164413748,-73.991377396662
50130649,MADMAN ESPRESSO,Manhattan,"141 EAST   44 STREET, Manhattan, NY 10017",10017,American,B,16.0,2025-10-30,40.752447337725,-73.974402777574
50018081,CHECKERS,Manhattan,"79 WEST  125 STREET, Manhattan, NY 10027",10027,Hamburgers,A,9.0,2025-10-30,40.807469209209,-73.944753410647
41382688,GUANTANAMERA,Manhattan,"939 8 AVENUE, Manhattan, NY 10019",10019,Latin American,A,7.0,2025-10-30,40.765728164162,-73.983603235151
50007039,Cafe Maud,Manhattan,"1640 2 AVENUE, Manhattan, NY 10028",10028,American,,21.0,2025-10-30,40.777285764692,-73.952155130566
41658103,CHOP-SHOP,Manhattan,"254 10 AVENUE, Manhattan, NY 10001",10001,Asian/Asian Fusion,A,12.0,2025-10-30,40.748763929496,-74.003374516952
50057633,MORGAN CAFE,Manhattan,"341 9 AVENUE, Manhattan, NY 10001",10001,American,A,12.0,2025-10-30,40.750523359761,-73.998401122306
50163096,SCHNIPPER'S QUALITY SOUPS,Manhattan,"849 LEXINGTON AVENUE, Manhattan, NY 10065",10065,Soups/Salads/Sandwiches,A,7.0,2025-10-30,40.765586976783,-73.965715599409
50170851,SALT HANK'S,Manhattan,"280 BLEECKER STREET, Manhattan, NY 10014",10014,Sandwiches,A,10.0,2025-10-30,40.731773847038,-74.00333035501
50083186,ROCKEFELLER UNIVERSITY - CAFE,Manhattan,"1248 YORK AVENUE, Manhattan, NY 10065",10065,American,A,7.0,2025-10-30,40.763750165977,-73.956002241437
50148148,PIZZA NAPOLI,Manhattan,"876 LEXINGTON AVENUE, Manhattan, NY 10065",10065,Pizza,A,11.0,2025-10-29,40.766248326397,-73.965260390033
50120500,GOLDIE'S TAVERN,Manhattan,"135 WEST   30 STREET, Manhattan, NY 10001",10001,American,,12.0,2025-10-29,40.74774529807,-73.990728341177
50074470,ABAITA,Manhattan,"145 EAST   49 STREET, Manhattan, NY 10017",10017,Jewish/Kosher,A,10.0,2025-10-29,40.755633503809,-73.97225029671
50038161,SET L.E.S.,Manhattan,"127 LUDLOW STREET, Manhattan, NY 10002",10002,Fusion,B,24.0,2025-10-29,40.719789670042,-73.988510004264
50119587,P&T KNITWEAR CAFE,Manhattan,"180 ORCHARD STREET, Manhattan, NY 10002",10002,Coffee/Tea,A,9.0,2025-10-29,40.721845480012,-73.988304012661
