user_id,age_group,age,gender,budget_tier,preferred_cuisine_1,preferred_cuisine_2,dietary_restriction,signup_date,acquisition_channel,simulated_order_count
684,45-54,54,male,high,Bakery Products/Desserts,Latin American,none,2025-12-22,organic,3
685,65+,68,male,medium,American,Indian,kosher,2025-12-14,paid_search,6
686,35-44,36,female,high,Latin American,Italian,halal,2025-12-02,referral,8
687,35-44,36,female,medium,Pizza,Mexican,none,2025-11-11,referral,3
688,25-34,25,male,high,Pizza,Sandwiches,none,2025-11-10,paid_search,6
689,45-54,48,female,high,Sandwiches,Coffee/Tea,none,2025-11-19,social_media,2
690,25-34,34,male,medium,Mexican,"Juice, Smoothies, Fruit Salads",gluten_free,2025-10-08,social_media,1
691,25-34,33,male,high,Indian,Sandwiches,vegetarian,2026-02-11,restaurant_qr,1
692,35-44,41,female,low,Chinese,Chicken,none,2025-09-04,social_media,4
693,35-44,44,male,high,Chicken,Latin American,vegetarian,2025-12-22,social_media,2
694,25-34,31,male,medium,Chinese,"Juice, Smoothies, Fruit Salads",none,2025-12-29,organic,4
695,18-24,22,female,low,French,Sandwiches,none,2025-12-17,organic,2
696,35-44,41,male,medium,American,Coffee/Tea,none,2025-09-25,social_media,10
697,25-34,32,female,high,French,Chinese,none,2025-09-30,restaurant_qr,3
698,35-44,35,male,low,Chinese,Bakery Products/Desserts,halal,2025-11-18,referral,2
699,25-34,34,male,medium,Sandwiches,Italian,none,2025-12-17,restaurant_qr,3
700,35-44,44,female,medium,Bakery Products/Desserts,Mediterranean,none,2025-10-25,paid_search,1
701,35-44,42,female,high,Other,Mexican,none,2025-09-29,referral,2
702,18-24,21,male,medium,Sandwiches,Other,none,2026-01-05,referral,4
703,25-34,28,female,low,American,Korean,none,2026-02-08,social_media,1
704,25-34,28,male,low,"Juice, Smoothies, Fruit Salads",Chinese,none,2025-12-03,organic,0
705,18-24,23,female,medium,Korean,Latin American,none,2026-02-11,paid_search,4
706,65+,71,male,medium,Coffee/Tea,Chinese,none,2025-09-24,referral,6
707,25-34,30,male,high,Thai,"Juice, Smoothies, Fruit Salads",none,2026-02-04,organic,7
708,55-64,55,male,low,Bakery Products/Desserts,French,none,2025-09-13,restaurant_qr,1
709,25-34,32,female,medium,Sandwiches,Thai,none,2025-09-14,organic,5
710,45-54,54,male,low,Chicken,Latin American,none,2026-02-07,social_media,0
711,45-54,51,male,low,Italian,Other,none,2026-01-14,social_media,4
712,35-44,40,female,medium,Bakery Products/Desserts,Asian/Asian Fusion,none,2026-02-17,social_media,8
713,35-44,40,female,medium,"Juice, Smoothies, Fruit Salads",Chicken,none,2025-12-26,paid_search,3
714,35-44,39,female,medium,Chicken,Korean,none,2025-10-09,restaurant_qr,3
715,25-34,30,male,high,Sandwiches,French,kosher,2025-12-19,social_media,13
716,65+,73,male,medium,Pizza,Bakery Products/Desserts,kosher,2025-09-27,organic,3
717,55-64,64,female,high,Chinese,Mexican,none,2025-12-15,social_media,3
718,65+,73,male,high,American,Italian,none,2025-09-20,organic,2
719,18-24,24,female,medium,Sandwiches,Korean,vegetarian,2025-09-14,organic,2
720,45-54,54,female,high,"Juice, Smoothies, Fruit Salads",Mediterranean,none,2026-01-30,paid_search,17
721,65+,74,male,medium,Japanese,Thai,none,2025-12-07,referral,8
722,25-34,32,male,low,Chicken,Pizza,vegetarian,2025-09-23,paid_search,6
723,18-24,18,female,medium,Japanese,American,none,2026-01-02,social_media,2
724,45-54,54,female,low,Donuts,Japanese,none,2026-01-20,paid_search,1
725,35-44,39,male,medium,Coffee/Tea,"Juice, Smoothies, Fruit Salads",none,2025-11-10,organic,6
726,55-64,58,female,medium,Coffee/Tea,Sandwiches,none,2025-11-26,restaurant_qr,11
727,25-34,26,female,low,Sandwiches,Chinese,none,2025-09-15,social_media,1
728,55-64,62,female,low,Pizza,Mediterranean,none,2025-10-31,restaurant_qr,1
729,25-34,27,female,high,French,Latin American,none,2025-09-27,organic,1
730,25-34,28,male,medium,Mediterranean,Latin American,none,2025-09-18,organic,2
731,25-34,31,female,low,Asian/Asian Fusion,Donuts,none,2025-11-17,referral,7
732,55-64,64,male,medium,Bakery Products/Desserts,French,none,2025-12-18,social_media,2
733,45-54,53,male,medium,Indian,Mexican,none,2025-10-21,organic,8
734,35-44,36,female,medium,Donuts,Latin American,none,2025-11-23,organic,0
735,25-34,27,male,high,Other,Mediterranean,none,2025-10-27,referral,2
736,55-64,58,male,medium,Latin American,Japanese,kosher,2025-10-15,paid_search,1
737,25-34,34,female,medium,Chinese,Mexican,none,2025-09-08,social_media,15
738,55-64,55,female,high,Chinese,Mediterranean,none,2025-12-17,organic,4
739,35-44,41,male,high,French,American,none,2026-02-16,paid_search,5
740,25-34,26,male,low,French,Sandwiches,none,2026-01-23,restaurant_qr,9
741,35-44,39,male,low,Bakery Products/Desserts,Sandwiches,none,2025-10-13,organic,0
742,25-34,25,female,low,Korean,Chinese,none,2026-01-16,paid_search,7
743,45-54,47,male,medium,Bakery Products/Desserts,Mediterranean,none,2025-10-08,referral,6
744,35-44,36,female,medium,Korean,American,none,2025-09-20,organic,6
745,25-34,25,female,medium,Italian,Other,vegetarian,2025-12-17,paid_search,4
746,55-64,61,male,high,Indian,Sandwiches,halal,2025-09-14,social_media,3
747,25-34,29,female,medium,French,Chinese,none,2026-02-01,paid_search,5
748,35-44,35,female,low,Korean,Thai,none,2026-02-12,paid_search,12
749,55-64,60,female,low,Italian,Thai,none,2026-02-10,paid_search,0
750,35-44,39,female,medium,Pizza,Chinese,none,2026-02-16,social_media,6
751,18-24,24,female,medium,Sandwiches,Coffee/Tea,none,2025-09-21,social_media,6
752,65+,67,male,medium,Korean,Asian/Asian Fusion,none,2025-09-06,social_media,5
753,35-44,41,female,high,Pizza,Coffee/Tea,halal,2026-01-07,organic,9
754,25-34,34,male,low,Latin American,"Juice, Smoothies, Fruit Salads",none,2026-01-30,social_media,3
755,25-34,33,male,medium,Indian,Bakery Products/Desserts,none,2026-01-03,restaurant_qr,6
756,55-64,63,male,medium,Italian,French,none,2025-11-18,paid_search,5
757,35-44,43,female,medium,Mexican,Latin American,none,2025-09-13,social_media,2
758,35-44,36,male,low,Mexican,Mediterranean,none,2025-10-25,social_media,16
759,55-64,57,male,medium,Thai,Asian/Asian Fusion,none,2025-09-25,referral,2
760,45-54,51,male,low,Korean,"Juice, Smoothies, Fruit Salads",vegetarian,2026-02-05,restaurant_qr,2
761,25-34,29,male,high,Japanese,French,none,2026-02-11,organic,4
762,25-34,26,male,low,Indian,Pizza,none,2025-10-17,paid_search,0
763,25-34,27,female,medium,Italian,Japanese,gluten_free,2026-02-27,paid_search,0
764,45-54,54,male,medium,Latin American,American,none,2025-12-06,paid_search,1
765,18-24,23,male,high,Mexican,Bakery Products/Desserts,none,2025-10-08,organic,2
766,35-44,41,male,low,Mediterranean,Other,vegetarian,2025-10-11,referral,1
767,45-54,53,male,low,Latin American,Mexican,none,2026-02-21,organic,4
768,55-64,55,female,low,Italian,Chinese,none,2025-11-28,paid_search,2
769,25-34,31,male,low,Mediterranean,Indian,none,2025-10-04,social_media,16
770,55-64,62,female,low,Other,French,gluten_free,2025-09-18,organic,10
771,18-24,21,female,medium,Asian/Asian Fusion,"Juice, Smoothies, Fruit Salads",none,2025-10-14,restaurant_qr,3
772,55-64,57,female,low,Latin American,Korean,none,2026-02-10,referral,13
773,18-24,21,female,low,Bakery Products/Desserts,Pizza,none,2026-01-26,paid_search,3
774,25-34,34,male,high,Korean,Sandwiches,none,2026-01-08,paid_search,9
775,55-64,60,female,medium,Bakery Products/Desserts,Chinese,none,2025-09-08,organic,9
776,25-34,34,female,medium,Pizza,Indian,none,2025-11-12,social_media,7
777,25-34,31,male,low,Coffee/Tea,Indian,none,2025-09-03,organic,4
778,45-54,48,male,high,Other,French,none,2025-10-17,social_media,5
779,45-54,52,male,low,Donuts,Sandwiches,gluten_free,2026-02-26,referral,8
780,45-54,49,male,high,Chinese,Japanese,none,2025-09-28,organic,7
781,45-54,45,male,medium,Sandwiches,Chicken,none,2025-09-11,referral,2
782,35-44,38,female,low,American,Mediterranean,kosher,2025-09-15,organic,9
783,25-34,27,female,high,French,Mexican,none,2025-11-20,restaurant_qr,0
784,25-34,33,male,low,"Juice, Smoothies, Fruit Salads",Japanese,none,2026-01-14,organic,0
785,25-34,32,female,low,Mediterranean,Sandwiches,halal,2025-11-28,social_media,10
786,55-64,55,male,high,Asian/Asian Fusion,Coffee/Tea,none,2025-09-11,organic,7
787,35-44,40,female,medium,Mexican,Japanese,none,2026-01-13,referral,4
788,25-34,33,female,medium,Donuts,Chinese,none,2025-12-01,paid_search,2
789,35-44,41,male,low,Chicken,Italian,none,2025-09-03,organic,1
790,65+,68,male,medium,Sandwiches,Other,none,2025-12-08,social_media,0
791,25-34,25,male,medium,Donuts,Chicken,none,2025-12-24,paid_search,16
792,35-44,36,male,low,Asian/Asian Fusion,"Juice, Smoothies, Fruit Salads",none,2025-10-14,social_media,0
793,35-44,39,female,low,Mediterranean,Italian,none,2025-10-28,referral,0
794,35-44,39,female,low,Asian/Asian Fusion,Coffee/Tea,none,2025-12-19,paid_search,4
795,18-24,23,male,low,Other,Asian/Asian Fusion,none,2026-02-26,organic,5
796,55-64,62,male,high,Japanese,Asian/Asian Fusion,halal,2025-12-16,organic,6
797,65+,82,female,medium,"Juice, Smoothies, Fruit Salads",Japanese,none,2025-12-19,social_media,3
798,35-44,37,male,high,Pizza,Other,halal,2025-12-15,paid_search,16
799,45-54,50,female,medium,Korean,Latin American,none,2026-01-13,paid_search,6
800,65+,76,female,medium,Chinese,Chicken,none,2025-09-29,organic,8
801,45-54,54,female,low,"Juice, Smoothies, Fruit Salads",Korean,none,2025-11-20,paid_search,8
802,25-34,27,male,medium,Chicken,French,none,2025-11-16,restaurant_qr,6
803,35-44,40,male,low,Latin American,Mediterranean,none,2025-12-15,organic,1
804,35-44,40,female,low,"Juice, Smoothies, Fruit Salads",Sandwiches,none,2026-01-22,social_media,4
805,35-44,36,male,medium,Asian/Asian Fusion,Thai,none,2026-01-03,referral,5
806,45-54,51,female,high,Chicken,Chinese,none,2026-02-11,social_media,3
807,65+,76,female,medium,Indian,Coffee/Tea,none,2025-12-04,organic,13
808,65+,66,female,low,Korean,French,none,2025-11-09,social_media,3
809,35-44,40,female,low,Other,American,none,2025-12-15,referral,1
810,18-24,18,female,low,Mexican,Bakery Products/Desserts,none,2025-12-15,organic,3
811,65+,67,male,medium,Thai,Donuts,none,2026-02-02,paid_search,2
812,55-64,56,male,medium,American,Mediterranean,none,2025-12-26,organic,7
813,18-24,24,male,high,Japanese,Italian,none,2026-02-20,paid_search,4
814,65+,84,female,low,Asian/Asian Fusion,Mexican,gluten_free,2025-10-27,paid_search,5
815,55-64,62,female,medium,Coffee/Tea,French,none,2026-01-03,social_media,5
816,35-44,40,female,medium,Mediterranean,Bakery Products/Desserts,none,2025-10-11,organic,1
817,35-44,44,female,medium,Italian,Donuts,none,2025-10-28,paid_search,5
818,25-34,28,male,medium,Mexican,Pizza,kosher,2025-11-10,social_media,2
819,18-24,22,female,medium,Pizza,Japanese,none,2025-12-08,paid_search,2
820,25-34,33,male,medium,Mediterranean,Donuts,kosher,2025-10-10,social_media,2
821,55-64,61,male,low,Mediterranean,Other,none,2025-11-26,paid_search,12
822,18-24,19,female,medium,Bakery Products/Desserts,Japanese,none,2026-01-28,restaurant_qr,3
823,25-34,33,male,low,Latin American,Bakery Products/Desserts,halal,2025-10-08,paid_search,10
824,25-34,31,male,medium,Latin American,Coffee/Tea,none,2025-10-01,social_media,20
825,35-44,35,male,medium,Chinese,Donuts,none,2025-09-25,referral,10
826,65+,80,male,medium,Thai,Mexican,vegetarian,2025-10-12,organic,3
827,25-34,32,female,high,Chicken,Korean,kosher,2026-01-14,organic,1
828,25-34,28,female,high,Korean,"Juice, Smoothies, Fruit Salads",none,2025-11-10,social_media,2
829,45-54,47,female,high,Chicken,Mexican,none,2025-10-09,paid_search,1
830,35-44,41,female,medium,Coffee/Tea,Mediterranean,vegetarian,2026-01-18,referral,13
831,25-34,27,male,medium,French,Indian,none,2026-02-22,restaurant_qr,1
832,35-44,42,female,medium,Latin American,"Juice, Smoothies, Fruit Salads",halal,2026-02-27,paid_search,8
833,25-34,30,male,high,Chicken,Coffee/Tea,none,2025-10-28,paid_search,9
834,25-34,29,male,medium,Korean,Donuts,none,2026-02-18,paid_search,5
835,35-44,38,female,high,Sandwiches,Mediterranean,kosher,2025-12-08,organic,4
836,35-44,42,female,high,Korean,Japanese,none,2026-02-14,referral,6
837,65+,76,male,medium,Latin American,Bakery Products/Desserts,none,2025-12-14,referral,8
838,25-34,25,male,low,Chicken,Korean,none,2026-01-02,paid_search,4
839,35-44,43,male,low,Korean,Japanese,none,2025-09-06,organic,11
840,45-54,49,female,high,"Juice, Smoothies, Fruit Salads",Mediterranean,none,2025-12-29,organic,3
841,18-24,21,female,low,Indian,Sandwiches,vegetarian,2026-01-12,organic,5
842,45-54,50,female,high,Italian,Japanese,none,2026-01-10,referral,1
843,25-34,30,female,medium,Bakery Products/Desserts,Italian,none,2026-01-28,organic,7
844,65+,82,male,medium,Asian/Asian Fusion,Donuts,vegetarian,2026-01-31,referral,3
845,25-34,32,male,high,Asian/Asian Fusion,Chicken,none,2025-12-16,social_media,8
846,35-44,41,male,medium,Latin American,Chicken,none,2026-02-15,social_media,5
847,18-24,18,male,medium,Sandwiches,Donuts,none,2025-12-10,paid_search,2
848,65+,85,male,medium,Other,Sandwiches,kosher,2025-11-30,social_media,1
849,35-44,40,female,medium,American,Japanese,none,2026-02-07,social_media,4
850,35-44,38,female,medium,Indian,Sandwiches,none,2025-11-28,referral,0
851,18-24,19,male,low,"Juice, Smoothies, Fruit Salads",Thai,none,2026-01-16,paid_search,18
852,45-54,48,female,high,Indian,Korean,none,2025-12-30,paid_search,3
853,25-34,25,male,high,Chicken,Mediterranean,none,2026-02-15,social_media,4
854,55-64,61,male,low,Sandwiches,Chinese,none,2026-01-15,organic,2
855,25-34,26,female,medium,American,Korean,none,2025-12-28,paid_search,2
856,25-34,26,male,medium,Indian,Donuts,gluten_free,2025-09-09,restaurant_qr,5
857,18-24,18,male,low,Thai,Chicken,none,2025-09-11,organic,1
858,35-44,39,male,high,Donuts,Chinese,none,2025-12-17,organic,3
859,35-44,36,male,low,Chinese,Latin American,none,2025-09-26,organic,0
860,18-24,20,male,low,Italian,Indian,none,2026-01-09,social_media,2
861,45-54,53,female,medium,Coffee/Tea,Latin American,none,2025-12-04,organic,1
862,35-44,43,female,medium,Italian,Chicken,none,2026-01-04,social_media,13
863,35-44,35,male,medium,Mexican,Asian/Asian Fusion,none,2025-12-09,organic,6
864,35-44,37,male,medium,Mediterranean,Japanese,none,2025-12-26,organic,6
865,25-34,28,female,medium,Pizza,Japanese,none,2025-10-03,social_media,6
866,35-44,41,female,medium,Latin American,Thai,none,2026-02-10,organic,2
867,25-34,34,male,low,Mediterranean,Thai,none,2026-01-28,restaurant_qr,5
868,25-34,28,male,medium,Mediterranean,Indian,none,2025-12-20,organic,8
869,55-64,56,male,low,Italian,Latin American,none,2026-02-05,paid_search,1
870,65+,70,male,low,Latin American,Sandwiches,none,2026-01-15,organic,1
871,25-34,27,female,medium,Asian/Asian Fusion,Bakery Products/Desserts,none,2025-12-19,paid_search,6
872,25-34,30,female,low,Mexican,Sandwiches,halal,2025-11-24,restaurant_qr,1
873,45-54,50,male,low,Sandwiches,Japanese,none,2026-01-04,referral,5
874,25-34,29,female,low,Mexican,Coffee/Tea,none,2025-12-05,organic,2
875,18-24,21,female,high,Other,Coffee/Tea,none,2025-10-20,social_media,5
876,25-34,34,female,high,American,Chinese,none,2026-01-06,social_media,9
877,45-54,45,male,medium,Pizza,French,none,2025-12-31,organic,2
878,45-54,54,male,high,Indian,French,kosher,2025-12-03,organic,0
879,18-24,23,female,medium,"Juice, Smoothies, Fruit Salads",Other,none,2026-02-22,restaurant_qr,4
880,25-34,26,female,medium,"Juice, Smoothies, Fruit Salads",Latin American,gluten_free,2026-02-14,restaurant_qr,6
881,25-34,27,male,low,Latin American,Bakery Products/Desserts,halal,2025-09-07,restaurant_qr,0
882,45-54,52,male,medium,"Juice, Smoothies, Fruit Salads",Chinese,none,2025-11-06,referral,9
883,18-24,19,female,medium,Chicken,French,none,2025-12-31,social_media,6
884,18-24,23,female,medium,Korean,French,none,2026-02-15,organic,0
885,55-64,60,female,medium,American,Pizza,none,2025-10-03,organic,1
886,25-34,27,male,medium,Bakery Products/Desserts,Indian,halal,2025-10-22,organic,13
887,45-54,51,female,medium,Latin American,Mexican,none,2025-11-20,social_media,3
888,25-34,28,female,high,Sandwiches,American,halal,2026-01-07,referral,4
889,18-24,23,male,medium,Chicken,Donuts,none,2026-02-16,referral,2
890,25-34,33,male,medium,Indian,Bakery Products/Desserts,halal,2026-01-25,restaurant_qr,3
891,45-54,49,female,medium,Korean,Asian/Asian Fusion,kosher,2025-11-17,referral,0
892,55-64,57,male,medium,Mexican,Donuts,none,2025-12-10,restaurant_qr,3
893,55-64,56,female,medium,Indian,Other,none,2025-12-25,organic,6
894,25-34,26,male,low,French,Donuts,none,2026-02-20,referral,5
895,45-54,47,female,medium,Bakery Products/Desserts,Chinese,vegetarian,2026-01-12,social_media,0
896,25-34,26,male,low,Chicken,Thai,gluten_free,2025-11-11,organic,7
897,25-34,28,female,medium,Mediterranean,Mexican,vegetarian,2025-12-27,restaurant_qr,18
898,55-64,56,male,medium,Thai,Pizza,none,2026-01-04,referral,3
899,18-24,19,male,medium,Pizza,"Juice, Smoothies, Fruit Salads",none,2026-02-03,organic,10
900,18-24,18,male,low,Other,Indian,vegetarian,2025-11-09,organic,9
901,25-34,26,male,medium,Latin American,Japanese,none,2025-10-20,social_media,12
902,18-24,18,male,low,Mexican,Chicken,vegetarian,2025-12-21,social_media,4
903,25-34,30,female,high,Mediterranean,American,none,2025-12-09,restaurant_qr,6
904,35-44,35,female,high,Latin American,French,none,2026-01-04,organic,4
905,35-44,38,male,high,Latin American,Asian/Asian Fusion,none,2025-11-02,organic,1
906,55-64,55,female,medium,Donuts,American,none,2025-11-29,organic,9
907,55-64,60,male,medium,Thai,"Juice, Smoothies, Fruit Salads",none,2026-02-15,organic,5
908,25-34,28,male,low,Chinese,Donuts,none,2025-11-11,organic,3
909,25-34,27,female,low,Donuts,Japanese,none,2025-11-21,restaurant_qr,2
910,25-34,27,male,medium,Other,Sandwiches,none,2025-11-03,paid_search,3
911,35-44,43,female,medium,Coffee/Tea,French,none,2025-12-16,paid_search,6
912,25-34,30,male,high,Chicken,Pizza,none,2025-09-25,organic,6
913,35-44,43,female,low,Other,American,gluten_free,2026-02-10,organic,2
914,25-34,29,female,high,Pizza,Bakery Products/Desserts,none,2025-09-18,referral,12
915,35-44,36,male,medium,"Juice, Smoothies, Fruit Salads",Mediterranean,gluten_free,2025-10-22,social_media,1
916,35-44,42,male,medium,Pizza,Asian/Asian Fusion,none,2025-12-19,referral,3
917,25-34,29,male,low,Pizza,Thai,none,2025-10-31,paid_search,3
918,65+,66,male,low,Latin American,Thai,none,2026-01-20,organic,15
919,45-54,48,female,medium,"Juice, Smoothies, Fruit Salads",Pizza,none,2025-09-16,paid_search,5
920,25-34,33,male,medium,Asian/Asian Fusion,Chinese,none,2025-09-29,organic,10
921,55-64,58,female,low,Coffee/Tea,Chicken,none,2025-10-23,referral,0
922,35-44,38,male,medium,Mexican,Korean,none,2026-02-07,organic,0
923,55-64,56,male,high,Italian,Pizza,none,2026-02-07,social_media,0
924,55-64,60,male,high,Italian,Indian,none,2025-10-09,organic,3
925,35-44,36,male,high,American,Indian,none,2026-02-21,social_media,12
926,18-24,21,female,medium,Indian,American,none,2026-02-17,restaurant_qr,3
927,25-34,31,male,low,Chicken,Latin American,none,2025-09-27,social_media,2
928,35-44,37,female,medium,Donuts,Italian,none,2025-09-28,social_media,5
929,45-54,47,male,medium,Thai,French,none,2026-01-10,restaurant_qr,9
930,25-34,29,female,low,Latin American,Italian,none,2025-12-28,social_media,2
931,25-34,27,male,low,Italian,Other,vegetarian,2026-01-09,organic,1
932,55-64,56,male,medium,American,Mexican,halal,2026-01-23,organic,2
933,65+,74,female,low,Japanese,Italian,none,2025-11-22,social_media,4
934,35-44,43,female,low,Latin American,Japanese,none,2025-10-07,social_media,5
935,25-34,26,male,low,Donuts,Pizza,none,2026-01-10,organic,0
936,25-34,26,female,low,"Juice, Smoothies, Fruit Salads",Latin American,none,2025-10-16,organic,1
937,18-24,22,female,medium,Coffee/Tea,Thai,none,2025-10-12,restaurant_qr,3
938,65+,79,female,medium,Mediterranean,Thai,none,2025-09-15,organic,9
939,18-24,18,female,medium,Coffee/Tea,Sandwiches,none,2026-01-06,paid_search,4
940,35-44,41,male,low,Indian,Latin American,none,2025-11-13,organic,9
941,25-34,27,male,low,Indian,Coffee/Tea,none,2025-09-12,referral,2
942,35-44,43,female,medium,Mediterranean,Coffee/Tea,none,2026-01-17,organic,3
943,45-54,47,female,medium,Indian,Pizza,none,2025-11-12,social_media,5
944,55-64,59,female,medium,Other,Indian,none,2025-09-22,organic,10
945,25-34,33,female,medium,American,Latin American,none,2025-10-01,social_media,14
946,18-24,21,female,high,French,Donuts,none,2025-09-19,referral,14
947,25-34,27,female,low,Indian,Other,none,2025-10-25,paid_search,12
948,55-64,61,female,medium,American,Donuts,none,2025-11-17,paid_search,4
949,55-64,55,male,medium,Coffee/Tea,Chicken,none,2026-02-20,paid_search,2
950,35-44,38,female,medium,Mediterranean,Indian,halal,2025-11-22,organic,5
951,35-44,38,male,low,Sandwiches,Indian,none,2025-10-05,referral,8
952,45-54,51,male,medium,Mexican,Bakery Products/Desserts,gluten_free,2025-11-13,organic,6
953,25-34,32,male,medium,Chicken,French,none,2025-11-14,social_media,5
954,65+,81,male,low,Coffee/Tea,French,none,2025-10-13,organic,9
955,35-44,39,male,low,Latin American,Thai,none,2025-10-07,organic,3
956,25-34,31,male,low,Pizza,Other,none,2025-11-28,organic,4
957,35-44,38,male,high,Pizza,Donuts,none,2025-12-29,social_media,4
958,18-24,22,male,low,Other,Korean,none,2025-12-08,paid_search,1
959,25-34,28,male,high,Mediterranean,Coffee/Tea,vegetarian,2026-02-05,social_media,3
960,45-54,48,male,medium,"Juice, Smoothies, Fruit Salads",Japanese,halal,2026-02-18,organic,2
961,18-24,21,female,high,Bakery Products/Desserts,Indian,none,2025-10-04,organic,1
962,35-44,40,female,high,French,Donuts,none,2026-02-05,referral,7
963,25-34,31,female,medium,French,Chinese,none,2026-02-19,referral,4
964,25-34,26,male,low,Thai,Bakery Products/Desserts,none,2025-12-28,organic,2
965,25-34,29,male,low,Chicken,Asian/Asian Fusion,vegetarian,2025-10-27,social_media,4
966,25-34,28,male,low,Thai,Bakery Products/Desserts,vegetarian,2026-01-11,paid_search,2
967,45-54,47,male,medium,Other,Donuts,halal,2025-12-03,referral,4
968,25-34,31,female,low,Korean,Bakery Products/Desserts,none,2025-11-23,referral,10
969,35-44,40,female,low,Japanese,Mediterranean,none,2025-11-06,referral,4
970,35-44,41,male,medium,Mexican,"Juice, Smoothies, Fruit Salads",none,2025-11-26,referral,9
971,45-54,49,male,high,Other,Latin American,gluten_free,2025-09-06,organic,6
972,65+,69,male,low,Latin American,Japanese,none,2026-02-16,referral,3
973,45-54,51,female,low,Other,Pizza,none,2026-03-01,paid_search,1
974,25-34,26,male,low,Japanese,Chinese,none,2026-02-05,organic,4
975,18-24,23,male,high,Donuts,Sandwiches,vegetarian,2025-12-20,paid_search,0
976,25-34,29,male,medium,Mediterranean,Japanese,none,2025-12-23,restaurant_qr,1
977,35-44,40,male,low,Korean,Other,none,2025-10-20,referral,5
978,18-24,23,male,low,Italian,Japanese,kosher,2025-11-17,organic,15
979,35-44,39,female,low,Thai,Indian,kosher,2025-10-06,social_media,7
980,35-44,44,male,low,Chinese,Asian/Asian Fusion,none,2026-02-07,referral,3
981,25-34,31,male,high,Chinese,French,none,2026-02-21,organic,3
982,45-54,54,male,medium,Thai,Chicken,vegetarian,2025-11-04,paid_search,9
983,18-24,24,male,medium,Korean,French,halal,2025-11-28,social_media,3
984,18-24,22,female,high,Chicken,Indian,none,2025-09-05,paid_search,4
985,45-54,45,female,low,Korean,Sandwiches,none,2025-10-09,organic,5
986,35-44,39,male,medium,Coffee/Tea,Chicken,none,2026-01-28,social_media,6
987,45-54,54,male,high,Latin American,Donuts,vegetarian,2025-10-23,restaurant_qr,9
988,35-44,36,male,medium,Japanese,"Juice, Smoothies, Fruit Salads",none,2026-02-16,social_media,11
989,25-34,29,female,medium,French,Italian,none,2026-03-01,referral,0
990,55-64,59,male,low,Latin American,Donuts,none,2025-12-02,paid_search,8
991,55-64,56,male,low,French,American,kosher,2025-12-03,organic,2
992,45-54,49,male,low,Other,Korean,none,2025-10-09,social_media,5
993,25-34,28,female,medium,Mexican,Other,none,2025-12-02,organic,3
994,35-44,35,male,medium,Italian,Korean,none,2025-09-08,referral,5
995,25-34,27,male,high,Mediterranean,Italian,none,2025-09-11,organic,4
996,18-24,18,female,medium,Asian/Asian Fusion,Indian,none,2026-02-16,paid_search,2
997,65+,75,male,high,Other,Latin American,none,2025-10-01,paid_search,10
998,25-34,29,male,high,"Juice, Smoothies, Fruit Salads",Sandwiches,none,2025-11-11,restaurant_qr,4
999,65+,84,male,low,Italian,Thai,kosher,2025-10-10,organic,6
1000,35-44,41,female,medium,Chinese,American,none,2025-12-09,organic,2
