borough,block,lot,bbl,address,zipcode,latitude,longitude,landuse,lotarea,bldgarea,comarea,retailarea,officearea,resarea,numfloors,unitsres,unitstotal,yearbuilt,commercial_area_proxy,has_commercial_space
MN,283,76,1002830076.0,32 CANAL STREET,10002.0,40.7143593,-73.9907042,4.0,1208.0,5720.0,1144.0,1144.0,0.0,4576.0,5.0,8.0,10.0,1900.0,1144.0,1
MN,283,87,1002830087.0,123 DIVISION STREET,10002.0,40.7142962,-73.9917034,4.0,1569.0,6345.0,1250.0,1250.0,0.0,5095.0,5.0,8.0,10.0,1910.0,1250.0,1
MN,283,54,1002830054.0,126 EAST BROADWAY,10002.0,40.7140877,-73.9920389,4.0,1586.0,7356.0,2452.0,1226.0,0.0,4904.0,5.0,8.0,10.0,1910.0,2452.0,1
MN,283,79,1002830079.0,139 DIVISION STREET,10002.0,40.7143483,-73.9909747,4.0,1544.0,6220.0,1250.0,1250.0,0.0,4970.0,5.0,8.0,10.0,1910.0,1250.0,1
MN,283,97,1002830097.0,3 PIKE STREET,10002.0,40.7141206,-73.9922986,4.0,953.0,2857.0,952.0,952.0,0.0,1904.0,3.0,2.0,3.0,1900.0,952.0,1
MN,283,58,1002830058.0,134 EAST BROADWAY,10002.0,40.7141178,-73.9916782,4.0,1575.0,3550.0,1550.0,1550.0,0.0,2000.0,3.0,1.0,2.0,1956.0,1550.0,1
MN,283,35,1002830035.0,139 EAST BROADWAY,10002.0,40.7137418,-73.9914401,4.0,1875.0,7350.0,1400.0,1400.0,0.0,5950.0,5.0,12.0,14.0,1900.0,1400.0,1
MN,283,50,1002830050.0,120 EAST BROADWAY,10002.0,40.7140355,-73.9922878,5.0,2264.0,13000.0,13000.0,4000.0,9000.0,0.0,6.0,0.0,6.0,1900.0,13000.0,1
MN,283,67,1002830067.0,152 EAST BROADWAY,10002.0,40.7141754,-73.9908593,4.0,1383.0,4968.0,1050.0,1050.0,0.0,3918.0,4.0,6.0,8.0,1910.0,1050.0,1
MN,283,91,1002830091.0,115 DIVISION STREET,10002.0,40.7142688,-73.9920641,4.0,1605.0,7535.0,1270.0,1270.0,0.0,6265.0,5.0,8.0,10.0,1900.0,1270.0,1
MN,283,30,1002830030.0,149 EAST BROADWAY,10002.0,40.713761,-73.9909856,4.0,2188.0,8328.0,2100.0,2100.0,0.0,6228.0,5.0,4.0,5.0,1920.0,2100.0,1
MN,283,41,1002830041.0,127 EAST BROADWAY,10002.0,40.7136979,-73.991974,4.0,2100.0,8960.0,1792.0,1792.0,0.0,7168.0,5.0,8.0,10.0,1915.0,1792.0,1
MN,283,88,1002830088.0,121 DIVISION STREET,10002.0,40.714288,-73.9917972,4.0,1573.0,3951.0,2634.0,2634.0,0.0,1317.0,3.0,2.0,3.0,1910.0,2634.0,1
MN,283,36,1002830036.0,137 EAST BROADWAY,10002.0,40.7137336,-73.9915303,4.0,1875.0,7205.0,1400.0,1400.0,0.0,5805.0,5.0,12.0,14.0,1900.0,1400.0,1
MN,283,37,1002830037.0,135 EAST BROADWAY,10002.0,40.7137281,-73.9916205,4.0,1875.0,7750.0,1700.0,1700.0,0.0,6050.0,5.0,8.0,10.0,1920.0,1700.0,1
MN,283,85,1002830085.0,127 DIVISION STREET,10002.0,40.71431,-73.991523,5.0,1561.0,2805.0,2805.0,0.0,2805.0,0.0,3.0,0.0,4.0,1940.0,2805.0,1
MN,283,40,1002830040.0,129 EAST BROADWAY,10002.0,40.7136924,-73.9918369,4.0,4153.0,10994.0,3244.0,3244.0,0.0,7750.0,6.0,10.0,12.0,1900.0,3244.0,1
MN,283,83,1002830083.0,140 EAST BROADWAY,10002.0,40.7142303,-73.9913715,6.0,6613.0,6680.0,6680.0,1000.0,0.0,0.0,2.0,0.0,1.0,1940.0,6680.0,1
MN,283,65,1002830065.0,148 EAST BROADWAY,10002.0,40.7141644,-73.9910397,4.0,1550.0,9373.0,1250.0,1250.0,0.0,8123.0,9.0,8.0,9.0,2004.0,1250.0,1
MN,283,66,1002830066.0,150 EAST BROADWAY,10002.0,40.7141727,-73.9909495,4.0,1544.0,6225.0,1245.0,1245.0,0.0,4980.0,5.0,7.0,9.0,1910.0,1245.0,1
MN,283,53,1002830053.0,124 EAST BROADWAY,10002.0,40.7140822,-73.9921255,4.0,1400.0,7000.0,1380.0,1380.0,0.0,0.0,6.0,0.0,6.0,1940.0,1380.0,1
MN,283,28,1002830028.0,153 EAST BROADWAY,10002.0,40.7137774,-73.9908053,4.0,2128.0,4026.0,2016.0,2016.0,0.0,2010.0,2.0,2.0,3.0,1972.0,2016.0,1
MN,283,31,1002830031.0,147 EAST BROADWAY,10002.0,40.7137665,-73.9911227,8.0,3750.0,14812.0,14812.0,0.0,0.0,0.0,5.0,0.0,1.0,1921.0,14812.0,1
MN,283,55,1002830055.0,128 EAST BROADWAY,10002.0,40.7141727,-73.9918874,8.0,7963.0,18824.0,18824.0,0.0,18824.0,0.0,3.0,0.0,1.0,1900.0,18824.0,1
MN,283,63,1002830063.0,144 EAST BROADWAY,10002.0,40.7141507,-73.9912164,4.0,1550.0,6260.0,1275.0,1275.0,0.0,4985.0,5.0,13.0,15.0,1900.0,1275.0,1
MN,283,73,1002830073.0,26 CANAL STREET,10002.0,40.7143071,-73.9904192,4.0,675.0,3684.0,1842.0,1842.0,0.0,1842.0,5.0,3.0,5.0,1900.0,1842.0,1
MN,283,43,1002830043.0,121 EAST BROADWAY,10002.0,40.7137116,-73.9921868,4.0,4094.0,18404.0,4000.0,4000.0,0.0,14404.0,6.0,30.0,33.0,1900.0,4000.0,1
MN,283,70,1002830070.0,158 EAST BROADWAY,10002.0,40.7142605,-73.9905996,4.0,2500.0,11587.0,2500.0,2500.0,0.0,9087.0,5.0,8.0,10.0,1900.0,2500.0,1
MN,285,15,1002850015.0,207 HENRY STREET,10002.0,40.713821,-73.9872522,4.0,2107.0,11149.0,2000.0,2000.0,0.0,9149.0,6.0,10.0,14.0,1910.0,2000.0,1
MN,285,10,1002850010.0,197 HENRY STREET,10002.0,40.7137854,-73.9876886,4.0,2202.0,5000.0,1700.0,0.0,0.0,3300.0,3.0,3.0,4.0,1900.0,1700.0,1
MN,285,16,1002850016.0,219 EAST BROADWAY,10002.0,40.7140653,-73.9872918,4.0,2115.0,10129.0,2000.0,2000.0,0.0,8129.0,6.0,10.0,15.0,1910.0,2000.0,1
MN,285,17,1002850017.0,217 EAST BROADWAY,10002.0,40.7140598,-73.9873784,4.0,2100.0,5024.0,1680.0,1680.0,0.0,3344.0,4.0,4.0,6.0,1910.0,1680.0,1
MN,285,12,1002850012.0,201 HENRY STREET,10002.0,40.7137991,-73.9875119,2.0,2071.0,4544.0,0.0,0.0,0.0,4544.0,4.0,5.0,5.0,1900.0,0.0,0
MN,285,14,1002850014.0,205 HENRY STREET,10002.0,40.7138128,-73.9873387,4.0,2100.0,10535.0,1505.0,1505.0,0.0,9030.0,7.0,10.0,11.0,2014.0,1505.0,1
MN,285,11,1002850011.0,199 HENRY STREET,10002.0,40.7137908,-73.9875985,2.0,2175.0,8360.0,0.0,0.0,0.0,8360.0,5.0,21.0,21.0,1900.0,0.0,0
MN,285,18,1002850018.0,215 EAST BROADWAY,10002.0,40.7140516,-73.9874649,5.0,2100.0,8524.0,5324.0,1800.0,3524.0,3200.0,5.0,7.0,11.0,1910.0,5324.0,1
MN,285,8,1002850008.0,193 HENRY STREET,10002.0,40.7137689,-73.987869,4.0,2188.0,8610.0,1739.0,1355.0,384.0,6871.0,6.0,5.0,7.0,2017.0,1739.0,1
MN,273,20,1002730020.0,197 MADISON STREET,10002.0,40.7127618,-73.9902896,4.0,2115.0,11321.0,1991.0,1991.0,0.0,9330.0,6.0,20.0,25.0,1901.0,1991.0,1
MN,273,32,1002730032.0,134 HENRY STREET,10002.0,40.713105,-73.9908053,2.0,2383.0,5060.0,0.0,0.0,0.0,4048.0,4.0,3.0,3.0,1900.0,0.0,0
MN,271,59,1002710059.0,150 HENRY STREET,10002.0,40.7132174,-73.9898098,2.0,1560.0,4640.0,0.0,0.0,0.0,4640.0,4.0,9.0,9.0,1915.0,0.0,0
MN,273,29,1002730029.0,140 HENRY STREET,10002.0,40.7131269,-73.9905456,11.0,2383.0,0.0,,,,,,0.0,0.0,0.0,,0
MN,273,30,1002730030.0,138 HENRY STREET,10002.0,40.7131187,-73.9906322,8.0,2383.0,4679.0,4679.0,0.0,0.0,0.0,2.0,0.0,1.0,1920.0,4679.0,1
MN,271,38,1002710038.0,209 MADISON STREET,10002.0,40.7129347,-73.9894274,4.0,2612.0,6760.0,1690.0,1690.0,0.0,5070.0,3.0,9.0,10.0,1900.0,1690.0,1
MN,273,25,1002730025.0,24 RUTGERS STREET,10002.0,40.7131049,-73.9903436,4.0,2115.0,5250.0,610.0,610.0,0.0,4640.0,4.0,4.0,5.0,1910.0,610.0,1
MN,271,61,1002710061.0,146 HENRY STREET,10002.0,40.7132037,-73.9899649,4.0,1599.0,6037.0,600.0,600.0,0.0,5437.0,5.0,8.0,9.0,1900.0,600.0,1
MN,273,18,1002730018.0,193 MADISON STREET,10002.0,40.7128387,-73.990589,8.0,2383.0,2380.0,2380.0,0.0,0.0,0.0,1.0,0.0,1.0,1963.0,2380.0,1
MN,271,37,1002710037.0,207 MADISON STREET,10002.0,40.7129456,-73.9895429,4.0,3272.0,13910.0,2316.0,2316.0,0.0,11594.0,6.0,20.0,21.0,1920.0,2316.0,1
MN,248,76,1002480076.0,235 CHERRY STREET,10002.0,40.7107664,-73.9904991,5.0,11800.0,11800.0,11800.0,11800.0,0.0,0.0,1.0,0.0,2.0,1996.0,11800.0,1
MN,248,70,1002480070.0,80 RUTGERS SLIP,10002.0,40.710802,-73.9901925,3.0,20095.0,83904.0,0.0,0.0,0.0,83904.0,10.0,109.0,109.0,1987.0,0.0,0
MN,248,15,1002480015.0,82 RUTGERS SLIP,10002.0,40.7104068,-73.9903873,3.0,49116.0,260000.0,24700.0,0.0,0.0,235300.0,21.0,198.0,203.0,1995.0,24700.0,1
MN,283,74,1002830074.0,28 CANAL STREET,10002.0,40.7143181,-73.990513,4.0,1033.0,6116.0,1300.0,1300.0,0.0,4816.0,5.0,8.0,9.0,1900.0,1300.0,1
MN,283,77,1002830077.0,143 DIVISION STREET,10002.0,40.7143621,-73.9907944,4.0,1530.0,6150.0,1200.0,1200.0,0.0,4950.0,5.0,8.0,10.0,1910.0,1200.0,1
MN,1723,61,1017230061.0,62 WEST 126 STREET,10027.0,40.8077854,-73.9440275,10.0,1873.0,0.0,,,,,,0.0,0.0,0.0,,0
MN,1723,53,1017230053.0,38 WEST 126 STREET,10027.0,40.8075216,-73.9433956,11.0,1998.0,0.0,,,,,,0.0,0.0,0.0,,0
MN,1168,44,1011680044.0,2170 BROADWAY,10024.0,40.7820737,-73.9804253,5.0,15050.0,169664.0,9000.0,9000.0,0.0,0.0,16.0,0.0,4.0,1910.0,9000.0,1
MN,1166,7,1011660007.0,245 WEST 74 STREET,10023.0,40.7809789,-73.9825921,3.0,10217.0,75312.0,0.0,0.0,0.0,75312.0,10.0,59.0,59.0,1924.0,0.0,0
MN,1167,55,1011670055.0,242 WEST 76 STREET,10023.0,40.7818489,-73.9819022,5.0,7824.0,81560.0,,,,,15.0,0.0,1.0,1926.0,,0
MN,1166,1,1011660001.0,300 WEST END AVENUE,10023.0,40.7811738,-73.9830507,3.0,11238.0,125030.0,5000.0,0.0,5000.0,120030.0,13.0,34.0,37.0,1917.0,5000.0,1
MN,1166,58,1011660058.0,250 WEST 75 STREET,10023.0,40.7813,-73.9825596,3.0,6130.0,38277.0,0.0,0.0,0.0,38277.0,9.0,36.0,36.0,1922.0,0.0,0
MN,1166,61,1011660061.0,310 WEST END AVENUE,10023.0,40.7814593,-73.9829387,3.0,6436.0,85836.0,0.0,0.0,0.0,85836.0,16.0,66.0,66.0,1925.0,0.0,0
MN,1168,21,1011680021.0,2160 BROADWAY,10024.0,40.7817087,-73.9806674,5.0,2210.0,8820.0,8820.0,6615.0,2205.0,0.0,4.0,0.0,1.0,1920.0,8820.0,1
MN,1187,1,1011870001.0,WEST 72 STREET,10023.0,40.7831201,-73.9847726,9.0,444600.0,433.0,433.0,0.0,0.0,0.0,1.0,0.0,1.0,1974.0,433.0,1
MN,1186,51,1011860051.0,52 RIVERSIDE DRIVE,10024.0,40.7839817,-73.9832269,3.0,5906.0,62487.0,0.0,0.0,0.0,62487.0,16.0,49.0,49.0,1926.0,0.0,0
MN,1186,48,1011860048.0,54 RIVERSIDE DRIVE,10024.0,40.7840146,-73.9830102,3.0,11675.0,147001.0,0.0,0.0,0.0,147001.0,16.0,80.0,80.0,1926.0,0.0,0
MN,1186,33,1011860033.0,375 WEST END AVENUE,10024.0,40.7835808,-73.9820751,3.0,7650.0,71880.0,0.0,0.0,0.0,71880.0,12.0,44.0,44.0,1912.0,0.0,0
MN,1185,25,1011850025.0,333 WEST END AVENUE,10023.0,40.7823623,-73.9830179,3.0,7658.0,100772.0,0.0,0.0,0.0,100772.0,16.0,50.0,50.0,1925.0,0.0,0
MN,1169,40,1011690040.0,216 WEST 78 STREET,10024.0,40.7826061,-73.9797535,3.0,5108.0,14550.0,0.0,0.0,0.0,14550.0,4.0,25.0,25.0,1920.0,0.0,0
MN,1167,64,1011670064.0,330 WEST END AVENUE,10023.0,40.781956,-73.982498,3.0,3475.0,39466.0,0.0,0.0,0.0,39466.0,12.0,22.0,22.0,1916.0,0.0,0
MN,1166,6,1011660006.0,251 WEST 74 STREET,10023.0,40.7810722,-73.9828124,3.0,4087.0,22400.0,0.0,0.0,0.0,22400.0,7.0,27.0,27.0,1948.0,0.0,0
MN,1167,59,1011670059.0,252 WEST 76 STREET,10023.0,40.7819642,-73.9821694,3.0,5625.0,50600.0,0.0,0.0,0.0,50600.0,11.0,61.0,61.0,1903.0,0.0,0
MN,1185,19,1011850019.0,325 WEST END AVENUE,10023.0,40.7821098,-73.9832888,3.0,14800.0,160203.0,4000.0,0.0,4000.0,156203.0,13.0,52.0,54.0,1916.0,4000.0,1
MN,1169,35,1011690035.0,202 WEST 78 STREET,10024.0,40.7824056,-73.9792733,,3570.0,15050.0,1800.0,0.0,1800.0,13250.0,5.0,10.0,11.0,1920.0,1800.0,1
MN,1166,35,1011660035.0,2126 BROADWAY,10023.0,40.780652,-73.9810035,5.0,9116.0,249505.0,1640.0,1640.0,0.0,37200.0,27.0,62.0,67.0,1927.0,1640.0,1
MN,1168,10,1011680010.0,2161 BROADWAY,10024.0,40.7821507,-73.9814364,4.0,13350.0,170801.0,10801.0,10800.0,0.0,160000.0,15.0,77.0,84.0,1925.0,10801.0,1
MN,1169,28,1011690028.0,203 WEST 77 STREET,10024.0,40.7822382,-73.9796598,10.0,2554.0,14274.0,14274.0,0.0,0.0,0.0,6.0,0.0,1.0,1920.0,14274.0,1
MN,1168,29,1011680029.0,340 AMSTERDAM AVENUE,10024.0,40.7814149,-73.9799706,4.0,2299.0,12371.0,2021.0,2021.0,0.0,10350.0,6.0,38.0,39.0,1900.0,2021.0,1
MN,1166,20,1011660020.0,2121 BROADWAY,10023.0,40.7806631,-73.9819134,5.0,11325.0,42864.0,42864.0,8575.0,34289.0,0.0,4.0,0.0,11.0,1920.0,42864.0,1
MN,1169,42,1011690042.0,226 WEST 78 STREET,10024.0,40.782672,-73.9799088,3.0,5109.0,27100.0,0.0,0.0,0.0,27100.0,6.0,42.0,42.0,1925.0,0.0,0
MN,1166,24,1011660024.0,2131 BROADWAY,10023.0,40.7808745,-73.9818122,5.0,7350.0,14092.0,14092.0,14092.0,0.0,0.0,2.0,0.0,3.0,1929.0,14092.0,1
MN,1169,37,1011690037.0,210 WEST 78 STREET,10024.0,40.7825237,-73.979555,3.0,7663.0,56147.0,0.0,0.0,0.0,56147.0,10.0,38.0,38.0,1926.0,0.0,0
MN,1185,82,1011850082.0,314 WEST 77 STREET,10024.0,40.7831473,-73.9830141,3.0,4291.0,30265.0,0.0,0.0,0.0,30265.0,9.0,18.0,18.0,1924.0,0.0,0
MN,1185,39,1011850039.0,328 WEST 76 STREET,10023.0,40.7827467,-73.9840216,2.0,3167.0,6705.0,600.0,0.0,0.0,6105.0,3.5,8.0,8.0,1910.0,600.0,1
MN,1186,1,1011860001.0,329 WEST 77 STREET,10024.0,40.7837869,-73.9833425,3.0,15925.0,209780.0,0.0,0.0,0.0,209780.0,15.5,94.0,94.0,1930.0,0.0,0
MN,1169,36,1011690036.0,204 WEST 78 STREET,10024.0,40.7824523,-73.9793817,2.0,3576.0,14015.0,0.0,0.0,0.0,14015.0,5.0,20.0,20.0,1920.0,0.0,0
MN,1168,22,1011680022.0,2162 BROADWAY,10024.0,40.7818185,-73.9805482,3.0,10175.0,195491.0,18319.0,18319.0,0.0,177172.0,23.0,113.0,121.0,1930.0,18319.0,1
MN,1169,29,1011690029.0,360 AMSTERDAM AVENUE,10024.0,40.7821531,-73.9794576,4.0,10216.0,131476.0,5100.0,5100.0,0.0,126376.0,16.0,127.0,134.0,1929.0,5100.0,1
MN,1169,48,1011690048.0,2188 BROADWAY,10024.0,40.7828395,-73.9802843,5.0,3866.0,9110.0,9110.0,9110.0,0.0,0.0,2.0,0.0,11.0,1910.0,9110.0,1
MN,1169,16,1011690016.0,2180 BROADWAY,10024.0,40.7825046,-73.9802916,4.0,12575.0,191432.0,18689.0,18689.0,0.0,172743.0,20.0,181.0,183.0,2012.0,18689.0,1
MN,1184,89,1011840089.0,306 WEST 75 STREET,10023.0,40.7817998,-73.9838882,3.0,4850.0,20130.0,0.0,0.0,0.0,20130.0,6.0,30.0,30.0,1920.0,0.0,0
MN,1723,31,1017230031.0,5 WEST 125 STREET,10027.0,40.8070656,-73.9426952,4.0,25735.0,125992.0,100286.0,74818.0,25468.0,25706.0,6.0,29.0,34.0,2014.0,100286.0,1
MN,1723,33,1017230033.0,1 WEST 125 STREET,10035.0,40.8067882,-73.9424209,5.0,10894.0,26880.0,26880.0,10752.0,10752.0,0.0,2.0,0.0,5.0,1901.0,26880.0,1
MN,1723,40,1017230040.0,2040 5 AVENUE,10035.0,40.807112,-73.9421353,5.0,1771.0,1700.0,1700.0,1700.0,0.0,0.0,1.0,0.0,2.0,1993.0,1700.0,1
MN,1723,48,1017230048.0,26 WEST 126 STREET,10027.0,40.8073622,-73.9430201,2.0,1874.0,3165.0,0.0,0.0,0.0,2373.0,3.0,3.0,3.0,1910.0,0.0,0
MN,1723,51,1017230051.0,34 WEST 126 STREET,10027.0,40.8074694,-73.9432801,4.0,1873.0,4865.0,2000.0,1000.0,1000.0,2865.0,3.0,2.0,4.0,1910.0,2000.0,1
MN,1722,38,1017220038.0,2014 5 AVENUE,10035.0,40.8062751,-73.9427501,5.0,1417.0,4380.0,4380.0,0.0,4380.0,0.0,4.0,0.0,2.0,1910.0,4380.0,1
MN,1723,140,1017230140.0,4 WEST 126 STREET,10027.0,40.8070874,-73.9423665,2.0,1763.0,6217.0,0.0,0.0,0.0,6217.0,6.0,7.0,7.0,1910.0,0.0,0
MN,1722,35,1017220035.0,2004 5 AVENUE,10035.0,40.8060529,-73.942902,1.0,1568.0,4600.0,0.0,0.0,0.0,3450.0,4.0,1.0,1.0,1909.0,0.0,0
MN,1723,47,1017230047.0,24 WEST 126 STREET,10027.0,40.8073375,-73.9429623,2.0,1873.0,4275.0,0.0,0.0,0.0,3325.0,3.0,3.0,3.0,1899.0,0.0,0
MN,1722,27,1017220027.0,15 WEST 124 STREET,10027.0,40.806292,-73.9434797,11.0,7569.0,0.0,,,,,,0.0,0.0,0.0,,0
MN,1723,17,1017230017.0,35 WEST 125TH STREET,10027.0,40.8073159,-73.9436739,4.0,11990.0,166023.0,10379.0,10379.0,0.0,155644.0,21.0,108.0,109.0,2025.0,10379.0,1
MN,1718,30,1017180030.0,19 WEST 119 STREET,10026.0,40.803057,-73.9456352,3.0,3147.0,13813.0,0.0,0.0,0.0,13813.0,6.0,16.0,16.0,2015.0,0.0,0
MN,1722,1,1017220001.0,280 LENOX AVENUE,10027.0,40.8070752,-73.9454875,4.0,5800.0,24122.0,3952.0,3952.0,0.0,20170.0,5.0,17.0,20.0,1900.0,3952.0,1
MN,1722,13,1017220013.0,43 WEST 124 STREET,10027.0,40.8067179,-73.9444872,8.0,16400.0,10000.0,10000.0,0.0,0.0,0.0,1.0,0.0,1.0,1962.0,10000.0,1
MN,1722,25,1017220025.0,23 WEST 124 STREET,10027.0,40.8063909,-73.9437144,8.0,2523.0,5069.0,5069.0,0.0,0.0,0.0,3.0,0.0,1.0,1909.0,5069.0,1
MN,1722,37,1017220037.0,2010 5 AVENUE,10035.0,40.8061928,-73.9428079,4.0,1381.0,5183.0,2326.0,0.0,0.0,2857.0,5.0,5.0,6.0,1909.0,2326.0,1
MN,1722,47,1017220047.0,24 WEST 125 STREET,10027.0,40.8066213,-73.9434867,4.0,4415.0,17237.0,2850.0,2850.0,0.0,14387.0,5.0,23.0,25.0,1900.0,2850.0,1
MN,1722,49,1017220049.0,28 WEST 125 STREET,10027.0,40.8066791,-73.9436239,4.0,4415.0,17237.0,2850.0,2850.0,0.0,14387.0,5.0,23.0,25.0,1900.0,2850.0,1
MN,1722,67,1017220067.0,72 WEST 125 STREET,10027.0,40.8072863,-73.9450647,5.0,5634.0,11287.0,11287.0,5500.0,3287.0,0.0,1.0,0.0,3.0,2000.0,11287.0,1
MN,1722,156,1017220156.0,50 WEST 125 STREET,10027.0,40.8069264,-73.9442089,4.0,1576.0,5888.0,2944.0,2944.0,0.0,2944.0,4.0,5.0,7.0,1910.0,2944.0,1
MN,1723,137,1017230137.0,2034 5 AVENUE,10035.0,40.8069693,-73.9422402,4.0,1700.0,6040.0,1040.0,1040.0,0.0,5000.0,4.0,8.0,9.0,1910.0,1040.0,1
MN,1723,146,1017230146.0,22 WEST 126 STREET,10027.0,40.8073127,-73.9429045,2.0,1874.0,3748.0,0.0,0.0,0.0,2811.0,3.0,3.0,3.0,1909.0,0.0,0
MN,1718,35,1017180035.0,1486 5 AVENUE,10035.0,40.8029662,-73.9452308,2.0,3100.0,10005.0,2005.0,2005.0,0.0,8000.0,5.0,10.0,12.0,1909.0,2005.0,1
MN,1723,39,1017230039.0,2038 5 AVENUE,10035.0,40.8070626,-73.9421714,4.0,1700.0,5752.0,360.0,0.0,360.0,5392.0,5.0,7.0,8.0,1910.0,360.0,1
MN,1723,122,1017230122.0,29 WEST 125 STREET,10027.0,40.8071949,-73.9433887,4.0,1998.0,8834.0,5534.0,3996.0,0.0,3300.0,5.0,3.0,4.0,1910.0,5534.0,1
MN,1723,59,1017230059.0,56 WEST 126 STREET,10027.0,40.8077167,-73.943865,2.0,1666.0,2754.0,0.0,0.0,0.0,2754.0,3.0,6.0,6.0,1910.0,0.0,0
MN,1723,22,1017230022.0,31 WEST 125 STREET,10027.0,40.8072197,-73.94345,5.0,1998.0,7296.0,7296.0,2000.0,5296.0,0.0,5.0,0.0,4.0,1915.0,7296.0,1
MN,1722,137,1017220137.0,2012 5 AVENUE,10035.0,40.806234,-73.942779,2.0,1417.0,3712.0,0.0,0.0,0.0,3712.0,4.0,4.0,4.0,1910.0,0.0,0
MN,1723,64,1017230064.0,70 WEST 126 STREET,10027.0,40.8078815,-73.944255,8.0,1249.0,2097.0,2097.0,0.0,0.0,0.0,3.0,0.0,1.0,1940.0,2097.0,1
MN,1723,63,1017230063.0,68 WEST 126 STREET,10027.0,40.8078596,-73.9442045,2.0,1874.0,6990.0,1026.0,0.0,0.0,5964.0,5.0,5.0,5.0,1910.0,1026.0,1
MN,1723,65,1017230065.0,74 WEST 126 STREET,10027.0,40.8079228,-73.9443525,8.0,2498.0,7302.0,7302.0,0.0,0.0,0.0,4.0,0.0,1.0,1910.0,7302.0,1
MN,1723,159,1017230159.0,58 WEST 126 STREET,10027.0,40.8077387,-73.9439192,1.0,1666.0,2754.0,0.0,0.0,0.0,2754.0,3.0,2.0,2.0,1909.0,0.0,0
MN,1723,52,1017230052.0,36 WEST 126 STREET,10027.0,40.8074941,-73.9433378,1.0,1874.0,2865.0,0.0,0.0,0.0,2865.0,3.0,2.0,2.0,1910.0,0.0,0
MN,1723,62,1017230062.0,66 WEST 126 STREET,10027.0,40.8078348,-73.9441467,2.0,1874.0,3712.0,0.0,0.0,0.0,3712.0,3.0,8.0,8.0,1910.0,0.0,0
MN,1822,59,1018220059.0,144 WEST 113 STREET,10026.0,40.8008509,-73.9534894,11.0,2044.0,0.0,,,,,,0.0,0.0,0.0,,0
MN,1480,10,1014800010.0,590 EAST 68 STREET,10065.0,40.7625463,-73.9557362,8.0,445942.0,1200000.0,1200000.0,0.0,0.0,0.0,6.0,0.0,1.0,1940.0,1200000.0,1
MN,1461,1,1014610001.0,1224 1 AVENUE,10065.0,40.7640431,-73.9581502,8.0,21389.0,33275.0,33275.0,0.0,0.0,0.0,2.0,1.0,5.0,1924.0,33275.0,1
MN,1463,3,1014630003.0,1270 1 AVENUE,10065.0,40.7653328,-73.9574093,4.0,4000.0,18151.0,3497.0,3497.0,0.0,14654.0,6.0,29.0,32.0,1910.0,3497.0,1
MN,1462,1,1014620001.0,1250 1 AVENUE,10065.0,40.764795,-73.9578032,8.0,20083.0,183626.0,183626.0,0.0,0.0,0.0,12.0,0.0,1.0,1948.0,183626.0,1
MN,1460,14,1014600014.0,425 EAST 65 STREET,10065.0,40.7630301,-73.9578584,2.0,3774.0,15870.0,0.0,0.0,0.0,15870.0,6.0,30.0,30.0,1910.0,0.0,0
MN,1460,36,1014600036.0,428 EAST 66 STREET,10065.0,40.7632524,-73.9576092,2.0,2703.0,8685.0,0.0,0.0,0.0,8685.0,5.0,19.0,19.0,1910.0,0.0,0
MN,1460,16,1014600016.0,429 EAST 65 STREET,10065.0,40.7629779,-73.9577393,2.0,3774.0,15600.0,0.0,0.0,0.0,15600.0,6.0,30.0,30.0,1920.0,0.0,0
MN,1460,17,1014600017.0,435 EAST 65 STREET,10065.0,40.7628791,-73.9575012,3.0,11305.0,107780.0,0.0,0.0,0.0,107780.0,14.0,120.0,120.0,1963.0,0.0,0
MN,1460,22,1014600022.0,1213 YORK AVENUE,10065.0,40.7628624,-73.9570752,2.0,20275.0,68484.0,0.0,0.0,0.0,68484.0,6.0,82.0,82.0,1915.0,0.0,0
MN,1460,33,1014600033.0,434 EAST 66 STREET,10065.0,40.7631452,-73.9573566,2.0,2695.0,8910.0,0.0,0.0,0.0,8910.0,5.0,16.0,16.0,1910.0,0.0,0
MN,1460,34,1014600034.0,432 EAST 66 STREET,10065.0,40.763181,-73.9574432,2.0,2694.0,9310.0,400.0,0.0,0.0,8910.0,5.0,20.0,20.0,1910.0,400.0,1
MN,1460,38,1014600038.0,424 EAST 66 STREET,10065.0,40.7633211,-73.9577752,2.0,2510.0,9685.0,0.0,0.0,0.0,9685.0,5.0,21.0,21.0,1910.0,0.0,0
MN,1463,48,1014630048.0,1274 1 AVENUE,10065.0,40.7654261,-73.9573407,4.0,4000.0,16151.0,3497.0,3497.0,0.0,12654.0,6.0,25.0,26.0,1920.0,3497.0,1
MN,1463,1,1014630001.0,1266 1 AVENUE,10065.0,40.7652313,-73.9574816,4.0,4042.0,21472.0,3638.0,3638.0,0.0,17834.0,8.0,31.0,34.0,1910.0,3638.0,1
MN,1463,5,1014630005.0,410 EAST 69 STREET,10065.0,40.7653107,-73.9570556,8.0,14982.0,22815.0,22815.0,0.0,0.0,0.0,1.0,0.0,1.0,1890.0,22815.0,1
MN,1480,1,1014800001.0,1176 YORK AVENUE,10065.0,40.7644532,-73.9541429,8.0,275925.0,2230742.0,2230742.0,0.0,0.0,0.0,27.0,0.0,1.0,1956.0,2230742.0,1
